,comment,Upgrade Policy,Upgrade Policy_explanation,Upgrade Policy_sentiment,Freq Flyer Program Value,Freq Flyer Program Value_explanation,Freq Flyer Program Value_sentiment,Extra Charges/Hidden Fees,Extra Charges/Hidden Fees_explanation,Extra Charges/Hidden Fees_sentiment
89,"✅ Trip Verified |  A complete Waste of money. Unless you have a Free upgrade, fly coach or better yet, another carrier. Aircraft is old. Seats are way past replacement. Room is sparse. Food is like Delta economy. Service is friendly, but not passionate. Seats are 20+ years old. No IFE Screen, No USB port. My advice is to save your money and never fly United First.",True,"Describes a negative experience in United First class, suggesting a preference for free upgrades or flying with another carrier for a better experience",Negative,False,"""""",Negative (regarding United First experience),False,"""""",Negative (regarding United First experience)
90,"✅ Verified Review |  The United flight 841 from New York JFK to Los Angeles in August 2015 was a so called ""premium service"" one and the flown class was branded as ""BusinessFirst"". Thus led to high expectations which were not met at all. After an efficient boarding process the first disappointments. The cabin made an outdated impression and signs of abrasion were found everywhere; cables fixed with tape, worn armrests and not working lights were just a few of them. The cabin staff was split half-in-half: 50 per cent were very friendly and seemed to care about passengers, however, the other half behaved like their job is a tremendous burden for them and customers seen as a factor of distress. The selection of food found in the menu was good but the quality of the served meals was bluntly put an impertinence; especially the meat was flavourless and rubber-like. The beverages were much better, though the coffee was another letdown. On the positve side, the IFE was very easy to handle and the provided films, games, and music covering a broad palette of tastes. In addition, the price-performance-ratio was straight. Overall it can be stated that there is a lot of space for improvement.",False,"Review is about the premium service and quality of a specific United flight, not about the upgrade policy.",Negative (regarding the flight experience),False,"Review is about a specific United flight experience, not about Freq Flyer Program Value",Neutral,False,"Review is about the quality of service and amenities on a United flight, not about extra charges or hidden fees",Negative (regarding the flight experience)
91,"✅ Trip Verified |  Avoid at all costs. First flight cancelled ... no compensation, put onto connecting flight instead of direct flight as originally booked. Not enough time was allocated for layover resulting in missed connection and spending more money on overnight hotels. Rebooked for following day and sat on tarmac for 3 hours. Final flight home and I'm currently sat in airport after boarding and unboarding after some system failures. We're now 3 hours delayed for getting home. Customer service is shocking and how a company can stuff up on so many occasions in one trip baffles me. Will never book with them again!",False,"""""",Negative,False,"""""",Negative,False,"""""","Negative (for overall trip experience, but not for the category)"
92,"✅ Verified Review |  From Austin to Denver First Class on an A320. Check In via the mobile App, which I find is one of the better airline Apps. United Club is Austin has just been changed around a bit, adding more seating with a better flow to it. Some fruit and something to drink and then it was time to board. I like the United's zone lanes, as it tends to help spread things out a bit better. In Zone 1, was the 4th person to board. Comfortable new interior on this A320, Good legroom and snack service, with warm scones once airborne. Watched some videos, again on the UA App and in 2 hours we were landing, with a ontime arrival. Flight attendants and gate agents were all excellent and professional, frequent updates from the cockpit. Overall a really nice morning flight.",False,"""""","Positive (The review is expressing satisfaction with their first-class experience, but it does not provide any information about the upgrade policy.)",False,"""""","Positive (The review expresses satisfaction with the United's services, including the mobile app, United Club, seating, snack service, and staff.)",False,"""""","Positive (The review does not mention any extra charges or hidden fees, and instead focuses on positive aspects of the flight experience.)"
93,"✅ Trip Verified |  We got our flight canceled and rebooked 48hrs later. No one even apologized. We were in the US for 3 days; it destroyed our trip. Impossible to call the customer service - even though we were premier access. Horrible service as usual with United. You are just a number and since they overbook all their flights, it takes them 2 days to rebook you, even between their hubs (Houston; SF). No specific reason for the cancelation.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
94,"✅ Trip Verified |  First leg of trip to KUL. Dreadful check-in experience in BWI. Ground staff were not exactly helpful and generally curt. Maybe because there were so few of them on duty for an early morning flight with a lot of people to check in. I managed to check my bags all the way to KUL but they refused a priority tag on my bag although I was flying premium economy on ANA and had all my flights on one reservation. ANA allows priority bag tags for their PE passengers and I mentioned this to the check-in agent but she refused to believe me. Boarding was done by groups which went off reasonably well. It was a full flight leaving at 645am and we took off on time. Once airborne, FAs were very nice and polite and offered drinks. There was IFE but I didn't use it as it was only a 1hr 45 minute journey. I paid extra for an extra legroom seat which offered a good pitch but the seats were standard narrow single aisle seats and it felt very cramped. We landed on time and deplaned quickly. Only negatives were United ground staff in BWI, otherwise I recommend this airline.",False,"""""",Neutral,False,"""""",Neutral,False,"""""",Neutral
95,"✅ Trip Verified |  It's been a good flight; my only issue is that the 757-300 has no inflight entertainment, besides Wifi. I hope United configures their 757-300 in the Signature Interior, but I'm not sure yet.",False,"""""",Neutral,False,"""""",Neutral,False,"""""",Neutral
96,"San Francisco to Vancouver with United Airlines. My flight time was changed without any notification to me. At check in the staff were so incompetent that by the time they worked out my booking, the flight was closed by 5 mins. The manager and the staff did not try and help get me on the flight. The manager then stated it was my fault for not checking that my flight hadn't changed. He said it was not United's policy to notify people when the flights change, in this case, bringing it forward 1 hour. They could not then get me another direct flight, so now instead of being in Vancouver at 10am it'll be closer to 4pm. So the plane was older than me, and once we are all on board they say a seat is broken and we all need to get off so they can fix it. The worst bit was the lack of empathy and customer service.",False,"""""",Negative,False,"""""",Negative,False,"""""","Negative, but not related to extra charges or hidden fees. The review focuses on flight time changes, incompetent staff, and inconvenient delays."
97,"I have mixed feelings about United Airlines. The few upsides of the flight from San Francisco to Boston were the fact that it was direct, cheap, and punctual. Also, for some reason, I was able to use Wifi without paying. However, I was not impressed with the cabin service. We started off the flight with an announcement that there was something wrong with the plane, which is never good news to hear. My seat had a disgusting stain and felt like cardboard. There was no complementary dinner even though it was a night flight, and the price was very high. The inflight entertainment system was nonexistent, and the flight attendants did the safety introduction the old-fashioned way: acting it out in the front of the plane. Unfortunately, I was in the back. United is a so-so airline, one that should be avoided unless it's the cheapest or the most convenient. Other than that, I do not recommend it.",False,"""""","Neutral (Mixed feelings, but overall sentiment in the review is more about the general experience with United Airlines rather than the upgrade policy)",False,"""""",Neutral (The review does not express any sentiment towards the Freq Flyer Program Value),False,"""""","Neutral (complaints about service, but no mention of extra charges or hidden fees)"
98,"✅ Verified Review |  Flew United Airlines from Houston to Los Angeles. The United customer service has proven to be unfriendly. I have received better support from ex continental employees than those of United and they are getting harder to locate as the new hires take on the persona of the sardine flight company that overlooks all of its flights. In calling to try and find a set of seats that we could sit together the only seats that they could find were at row 37 where we were split between row 8 and 25 previously. They also then wanted over 100 dollars to upgrade one seat where I was offered nothing for moving backwards in seating. They also offer no support for the consumer nor do they recognize those that have traveled most of their adult life, if it were not for all of the continental lifetime miles I would chose an alternative airline company to fly and if Alaska Airlines had a better connection out of Houston it would probably be the best of those I have flown recently.",True,Complains about unfriendly service and high cost to upgrade seats,Negative,True,"Complains about poor customer service and high seat upgrade costs, mentions lack of recognition for frequent flyers",Negative,False,"""""",Negative (for United Airlines customer service)
99,"✅ Trip Verified | Charleston to Newark. I have flown with United for 4 years consistently now and have never had such a horrible experience as today. Customer service was terrible, no help was given, and no solution so I am now flying Delta. I arrived almost an hour and half before my flight - at 5:30am, bags paid for online and check in online done. All I needed to do was put my bags on the flight and get on security line - the line was so long that they pushed the 6:50am flight customers to the front, but when one woman complained about it, they sent us back and said that the flights would stand by for us since so many of us were on those flights. Being sent to the back of the line made me not get to security until 6:25am, with boarding ending at 6:30am. Furious no one could help me or would, and I managed to run to the gate and miss my flight by 5 minutes. I planned according as I have done for every single flight I have ever taken out of Charleston, and missed my flight because of incompetence and the disregard of United and airport employees. When I called to try and book another flight the representative was also extremely unhelpful only offering the most expensive routes or flights for tomorrow when I needed to be home today. When we mentioned I would be taking Delta he started badmouthing Delta and how it would be better to take United - rude, unhelpful, and disrespectful. The horrid stories of this airline disregarding customers needs or even attempting to be helpful have never been more evident than today and I am overjoyed with the care and kindness shown by Delta airlines. There is no doubt in my mind I will never fly United again.",False,"""""",Negative (regarding United Airlines),False,"""""",Negative,False,"""""",Negative (regarding United Airlines)
100,"✅ Trip Verified | Worst experience ever, I was stuck in Newark NJ for over 26 hours, they say the was due to bad weather which was a lie. They canceled my flight 3 times on top of this they lost my baggage. I flew from NJ to WI In my way back to NJ my flight was delayed 7 hours, I was flying with my 8 years old daughter and my sister and they didn’t care the I was flying with a child.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (for category: Overall Customer Experience)
101,"✅ Trip Verified |  Flew from Sydney to Houston non stop. Ran out of white wine during the flight. Ran out of breakfast omelette and only had cornflakes left towards the back of the plane. Had an internal flight Orlando to Houston earlier in the day, was abused by a steward for not standing up to let a passenger sit next to me although I had turned to the side to let her in. We were told entertainment was free through our phone, but it wasn’t. On return trip dinner was indistinguishable, was called chicken but was mixed in with cheese, pasta dish was also undescribable. A “snack” of a par baked turkey roll was dry. Once again omelette ran out 3/4 of way down plane, alternative French toast was terrible. The entertainment was good though and easily accessed.",False,"""""",Negative (for food and service),False,"""""","Negative (regarding food, seating, and entertainment)",False,"""""",Negative (regarding food and service)
102,"✅ Trip Verified |  San Jose to Amsterdam via Newark. I checked in at the AirPort by a counter 24 hours before my departure. I was mistaken with the date of departure. But the advantage is we could choose our seats and we got our boarding passes already. Next day we only had to drop our luggage. The desk employee printed new boarding passes with right gate number on it and changed our seats without telling or mentioning to us. We found out when we had to board, we were seated not even close next to each other. If we wanted to change seats we had to pay $124 dollar each. And we were told that seat places are not guaranteed. This is bad service considering the duration of both flights and the fact that we checked in probably first of all passengers.",True,"Despite checking in early and being told seats would be assigned, the passenger was not seated together with their travel companion and was informed that changing seats would incur a fee.",Negative,False,"""""",Neutral,True,Charged $124 each for seat change due to boarding passes having wrong gate numbers,Negative
103,We arrive at STL airport to find that we are a minute late to be able to check our baggage. They then schedule us on the next flight which means we now have a layover and will be getting to our destination two hours late. After waiting for our new flight to board we are notified that our flight is late and we will have to take a different flight now which will make us now another hour late on top of the other two hour delay. To top it all off they didn't have two seats available together and not once did a staff member apologize.,False,"""""",Negative (regarding flight delays and seating arrangements),False,"""""",Negative,False,"""""",Negative
104,"❎ Not Verified | Denver to Tulsa. This is ridiculous! We have been waiting to take off for hours! Every 30 mins there is a new excuse to why we have to wait again! I have a major fear of flying and the trip home makes me never want to fly again. Shame on you United, my flight was set for 1:45, we boarded at 1:20 they left us in the cabin with a broken AC, no water and glued to our seats for 1.5 hours and counting! Never will I ever fly nor recommend United again. What a disgrace!",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative
105,"✅ Trip Verified | Sparing the outlandish details, at the end of the nightmare with United we’d experienced: delays, missed connection, cancelled flight, rebooked flight, no sleep for almost two days, missed day of vacation, out of pocket expenses not planned for and lost luggage (We had nothing but our carry on for five days!). Wasted Taxi an hour back to the airport to get luggage as they promised it was now there, it was not. Hours on the phone trying to rebook, trying to track luggage, and then trying to file claims. Hours on hold! Hours speaking to people who had no clue. Worst customer service ever! We will never, ever, fly with United again. You are taking a risk. We were unaware of their reputation with delayed/cancelled flights and lost luggage. We learned the hard way.",False,"Review describes issues with delays, missed connections, cancelled flights, and lost luggage, not about upgrade policy.",Negative,True,,1. Relevant: False,False,"""""","Negative, as it pertains to overall United flying experience, but not to the category of Extra Charges/Hidden Fees"
106,"✅ Verified Review |  Los Angeles to Dallas Ft Worth. Took my kids for their first plane trip. Wanted them to have a good view, seating chart (Embraer 175) showed our selected seats in front of wing (row 11). Got on plane and guess what, over the wing! Needless to say they strained their necks the whole flight trying to see things out the window. The seats are very uncomfortable, hard as plastic, comparable to a city bus. I've flow other airlines, and never expected the level of discomfort I found in this plane. Will not fly United again.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (for Mention of uncomfortable seats and discomfort during flight)
107,"✅ Trip Verified |  Paris to Santo Domingo via Newark. For me it was the worst experience of my life a real poison that managed to spoil my vacation. I only want to go home so I am exhausted with these problems. For a first time with them I'm shocked and I never had this problem with any other company. Delays of 5 hours (4 hours to wait in the plane to get us out of the plane at the 5th hour) but it's not all the excitement is that my suitcase is lost or late for now I do not know not. Everyone with their suitcases except me ... for the delay every hour I received an SMS informing me of the change and the continuity of the delay was A nightmare. As far as my suitcase is concerned, everything in medicine etc is very important because here no French pharmacy and prescription in the bag.",False,"Review is about delays and lost luggage, not upgrade policy",Negative,False,"""""",Negative,False,"""""","Negative (regarding overall experience, but not about extra charges or hidden fees)"
108,"Not Verified |  Boise to Houston. With the Corona Virus, travel and accommodations have been canceled. We have asked for a refund since we won't have another chance before November to go anywhere and United has denied a refund. That is, unless we play their personal lottery and apply to the refund department which allegedly exists, you just can't speak with them. We have spent 3 minutes on the phone with the cruise line and hotel and received a full refund, BUT NOT WITH United. We have over 10 hours on the phone and have been told all we get is a credit or wait for the refund department that supposedly exists. I have had nothing but bad experiences with United and will never book a flight with them in the future if at all possible. I award them NO points and feel stupider after speaking with their representatives.",False,"""""",Negative (regarding overall experience with United),False,"""""","Negative (regarding overall experience with United, not specifically about Freq Flyer Program Value)",False,"""""",Negative (regarding overall experience with United)
109,"Horrible choice for passengers with disabilities. I called to ask what their procedures were for requesting a pre-board, and after 45 minutes of being routed from place to place and being asked to provide unrelated information, I was told that I would need to prove my condition before my question could be answered. I spent nearly $600 to change my flight to another airline and will not fly United again.",False,"""""","Negative (however, this sentiment is not relevant to the category of Upgrade Policy)",False,"""""",Negative (regarding United's treatment of passengers with disabilities),False,"""""",Negative (regarding United's treatment of passengers with disabilities)
110,"✅ Trip Verified |  As I write this I am still waiting for my flight home. I started in Santo Domingo, RD. That flight was delayed thirty -five minutes with no explanation or apology. To be fair I have never been on a flight from Santo Domingo that did leave on time. Arrived at Newark thirty minutes late only to have to wait an additional thirty minutes for another plane to leave the assigned gate. My flight from Newark to Providence was cancelled due to concerns about the weather. Those same concerns didn't prevent a flight leaving for Boston within the hour. I had to put up at a hotel at my own expense since the cancellation was due to an act of God. The next flight out was scheduled for 8:20. I arrived at the airport at 11:30, and have been kicking my heels here since that time. By the way, the Newark airport is really bad. I have now been informed that the flight will be delayed for four hours while they round up a crew. Now call me naive, but isn't that the sort of arrangement that should be made when the flight was scheduled? Why was the delay announced only two hours before the scheduled departure? I fully expect this flight to be cancelled with another lame explanation that it is in some way weather related. I wish to heaven that I could personally tell the dirt bag that is the CEO of this crap airline exactly what I think of him and the incompetents that work for him. N.B During the nearly nine hours that I have been sitting in the A concourse, Gates 20-28, not a single flight has left on time. All of them United.",False,"""""",Negative (regarding overall experience with the airline),False,"""""",Negative (towards United's flight delays and cancellation),False,"""""","Negative (for general airline experience, not the category)"
111,"✅ Trip Verified |  Denver to Knoxville. Long story short, this flight was delayed in Denver for technical issues and then rerouted to a closed airport in the middle of nowhere due to fog. I get the fog wasn't their fault but instead of just letting us go rent vehicles they kept leading us on twenty minutes at a time until finally putting us all in hotels at 3am. The next day we couldn't get back through security because our boarding passes didn't match the airport since we were rerouted and once we were finally through and out on the runway the flight was delayed again for technical issues. My wife and I finally just rented a car and drove home but now United refuses to reimburse us for the car rental. They gave us a $150 United credit which doesn't come close to covering the $500 flight that never even got us home, much less the car rental and the extra day we both missed work. Not to mention this $150 credit is basically Monopoly money. It's absolutely no use to me. I have no clue when or if I'll ever fly again so the credit will most likely expire without ever being used. I'll never fly with this airline again and I'll be sure to steer others away. I understand not all of the delays were their fault but they should have done the right thing by reimbursing us the amount we lost and with actual money not useless United credits. They could have had lifetime customers had they made up for the delays and taken care of us but instead they've created two lifelong haters of United Airlines.",False,"""""","Negative (regarding overall experience with United Airlines, but not specifically about Upgrade Policy)",False,"""""",Negative (regarding overall experience with United Airlines),False,"""""",Negative (for category: Flight Experience or Customer Service)
112,"✅ Trip Verified |  This is one of a few United flights out of JFK, meaning there is no United Club. We got access to the Alaska Lounge instead, and it was just as underwhelming as the old United Club. Terminal 7 at JFK is small and old, so there is nothing to roam around. On board, the seats are comfortable flatbed seats but without direct aisle access for window passenger. Since we travelled as family, that was not an issue. Also, for a domestic flight, the seat is quite generous. Staff are good and accommodating. However, the food is mediocre, and menu choices are exactly the same as what we got on our United flights back in January. I am not sure how frequent United rotates their menu. The flight departed and arrived relatively on time, so that is quite good providing all the issues we heard about airports.",False,"""""",Neutral,False,"""""",Neutral,False,"""""",Neutral
113,"San Francisco to Monterey with United. Of the 6 legs on a round trip flight, 5 were more than 2 hours late, crews and airport personel were rude and uncaring, this last flight from SFO to MRY was delayed 3 times and then cancelled at 1am leaving us stranded in SFO. The customer service reps said the most they could do was see if they could get some blankets for everyone, no refunds, no bus to get us home, no vouchers, nothing, most people ended up renting cars and driving to the destination. The explanation was 'weather', they gave this standing in front of a Doppler radar map showing no clouds or weather anywhere in the west and the plane was supposed to be coming from Burbank. People in line checked weather apps for Burbank, SFO and Monterey, it was clear and beautiful in all those places and everywhere in between. They use weather as the excuse so they don't have to refund the tickets because it's beyond their control. United employees are so rude it's obvious that they are unhappy and tired of lying to passengers. Staff onboard stood chatting in the galley and are rude to passengers, no please, thank you, etc. Won't take this airline again.",False,"Review is about flight delays, rude staff, and compensation, not about upgrade policy",Negative,False,"Review is about flight delays, rudeness of staff, and lack of compensation, not about the value of the frequent flyer program",Negative,False,"""""",Negative (for category: Flight Experience)
114,Not Verified |  The last several times I have used United for my travel it has been a total disaster. I have missed multiple connections due to the plane’s not leaving on time mostly because of late arriving staff. We are way past the Covid excuse and they need to retrain the staff to be friendly. Not only horrible and inconvenient very costly This is the worst year ever for plane travel.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (for the category of Overall Customer Experience)
115,✅ Trip Verified | I paid extra to make sure my three kids were together on this flight. My son has Autism and when we arrived we were spread out all over the plane. I spoke to several agents and flight attendants and no one could help me. My son was terrified the entire time. I never even received an apology. I will never fly again with United and my son never wants to fly again. So disappointed. I called when I got home and after being on hold for almost an hour I was told they can't help me and I was hung up on.,True,"Paid extra for kids to sit together, but they were spread out; no help from agents or flight attendants, and poor customer service on call",Negative,False,"""""",Negative,True,"Paid extra for kids to sit together, but they were separated; poor customer service",Negative
116,"I flew with family, total 5 passengers from Shreveport to Miami on October 3rd 2015. The flight from Shreveport to Houston was delayed from 5:40 am to past 7 am for ""aircraft maintainence"". The same reason was given for another delay from Houston to Miami. Finally reached Miami delayed by some hours. Miraculously we took off on time on October 10th from Miami to Houston. However true to their modus operandi we are here in Houston delayed cause our aircraft is stuck in Wichita. Lord alone knows when we will reach home. United Airlines is operating like a 3rd rate dysfunctional airline during the off season. I shudder to think of it's performance during the holidays. This from an airline that charges for bags and is stingy as one can be with snacks inflight. The least United could do us be on time! Seriously United have some sense of shame please.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall experience with United Airlines)
117,"I usually fly with Frontier, but booked a flight home on thanksgiving with United Airlines. My original route was Orlando to Houston for a 2 hour layover, then heading to Denver. My family was planning to hold thanksgiving dinner, since I wasnt expected to arrive in Denver until 5:30pm. When I got to the airport and casually stated this fact to the United crew, they put me on a flight that flew me directly to Denver from Orlando. I arrived at 1:30, and now get to surprise my family and enjoy thanksgiving together! So amazing! I will stay loyal to United Airlines.",True,"United Airlines upgraded reviewer's flight, resulting in an earlier arrival and a positive experience",Positive,False,"""""",Positive,False,"""""",Positive
118,✅ Trip Verified |  Houston to Vail. Seats have gotten smaller and smaller. United overcharges and under delivers.  If your knees touch the seat in front of you how can this be safe?,False,"""""",Negative,False,"""""",Negative (regarding seat size and safety),True,"Mention of United overcharging, likely referring to extra charges or hidden fees",Negative
119,Calgary to Honolulu via Denver with Unted Airlines. We flew from Calgary to Denver on a CRJ-700. Service was very good and flight arrived on time. Aircraft was clean and seat was roomy. Bulkhead seats. 7A and B. We had a 3 hour layover in Denver and gave us time to explore the terminal building which we found very nice. Lots of eating establishments. Flight from Denver to Honolulu was very good. The flight attendants made numerous rounds for drinks and water. Originally we had booked seat 17A and B however the aircraft configuration was changed and we were seated in 20K and L. No problem as the middle seat was empty which gave us greater space. The flight was 95% + full. The crew were excellent and readily accommodated us and other passengers in a professional manner. I was most impressed when the Captain came to the front and gave us details concerning the light over the PA system. Very nice touch to the flight. Over all we were most impressed with United and will most certainly fly with them again,False,"""""","Positive (for the overall flight experience, but not related to the upgrade policy)",False,"""""","Positive (for the overall flight experience, but not for the Frequent Flyer Program value since it's not mentioned in the review)",False,"""""",Positive
120,"✅ Verified Review |  Los Angeles to Chicago. We were seated in the business class section of this plane, although the ground staff referred to our seats as first class. We were in seats 1A and 1B. The male flight attendant on this flight very obviously did not like his job - he never once smiled, never once said thank you, please, your welcome - it was if we were an inconvenience to this man.  I have never in all my years of travel, encountered a more surly flight attendant. Once we arrive to Chicago (we were on route to Toronto) we deplaned the aircraft and went in search of a board to see what our next gate would be - none were immediately available to us and we walked quite a way in terminal 1. I asked a United ground staff person how we get to Toronto and showed her my ticket, and she proceeded to send us to Terminal 5 - which is outside the security area and at the far end of the airport. This required taking the train, walking a fair distance, and once we arrived the ground staff at the entrance to this terminal advised us we needed to return to Terminal 1! Needless to say, we were not happy. Our flight was scheduled to depart 1 hour after we arrived at this airport (Chicago) and when we finally cleared security (again) and made our way back, the flight was already boarded and our overhead bins were full. And we were flying in seat 2b and 2d (I may have the seat numbers incorrect, but you get the idea - we were again in Business class.) This flight was a treat - the flight attendants were very pleasant, and had to deal with my ranting about being sent all over the airport by United ground staff. The flight was uneventful, but much better than the LA to Chicago route. United needs to get their people trained properly. I will not be flying with this airline in future if I can help it.",False,"Review focuses on flight attendant attitude and transfer experience, not upgrade policy",Negative,False,"""""",Negative,False,"""""",Negative
121,Not Verified |  Houston to Colorado Springs. Flight was delayed due to an issue with the emergency brake. It took 30 minutes to figure this out before they made everyone get off the plane. Said it would be up to an hour delay. Eventually they switched planes. After 1.5 hours we boarded the new plane. We sat on the runway for about 45 minutes before taking off. Terrible experience with United Airlines. Would not recommend flying with them.,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall experience with United Airlines)
122,"✅ Trip Verified |  A Tuesday afternoon flight from Houston to La Guardia took off 30 minutes late because of ATC restrictions due to weather issues in the New York area. Throughout the orderly boarding process, we were kept informed of the situation. On board and on the ground, the pilot did a superb job explaining the weather conditions we would encounter on our route, that we should be ready for turbulence and that we should have our seat belts on. I felt very reassured. After take off he described the route the flight would take and his intention to make up time. These were very helpful and the flight for the most part was not stressful. We arrived at our gate only 10 minutes late. The cabin service was truncated because of the bumps on the way but that was understandable. All in all I appreciated the frequent communication from the cockpit. Flight attendants were attentive to safety issues. I was in an aisle seat in a 3x3 configuration and the middle seat was empty which was a welcome relief from the otherwise tight space between rows and seats. Good experience!",False,"""""",Positive,False,"""""","Positive (despite the category's irrelevance, the review expresses a positive sentiment towards the flight experience)",False,"""""",Positive
123,"Not Verified |  I bought ticket with insurance for my daughter. Prior to flight my 2nd daughter came down with covid. Due to the fact that my daughters were in contact with each other none of them could fly home. The insurance I purchased on United Airlines website, they deemed it not eligible for a refund, even though it met 4 of the standards for a refund. United Airlines refused to stand behind the company they have associate with on their website. I guess they would rather my daughters fly and take a chance of infecting others than them or their associates honoring health and cdc guidelines. They just wanted to offer up a voucher not the refund I paid for nor the amount of the insurance cost. Needless to say I will not be flying United personally or for my business, and will encourage others the same.",False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding United Airlines' insurance refund process)
124,"✅ Trip Verified | Why is it every time I'm stuck flying United the flights are ridiculously late. This time, flight 712, EWR to CLE. The departure time scheduled 6:14PM, there were at least 4 changed to the departure time with the flight finally leaving EWR at 10:12 pm. The airport staff were indifferent, no offer of anything, not that I expected much after the last United flight (out of EWR) that we were on. They held us on the plane at the gate for over 2.5 hours before starting to let people off, then telling us ""wait, stay on the plane we were ready to depart"", then spending another hour at the gate before finally pushing back. United, you wont get a third chance.",False,"""""",Negative,False,"""""",Negative (regarding flight delays and United's service),False,"""""",Negative (regarding flight delays with United)
125,"Not Verified |  London to Miami via Newark. Delay 1 hour. Cabin crew and food poor. Gave me tea mixed with coffee. Flight from Newark, 3 hours in plane on ground, storms delayed. We are from UK and could not access their APP so nothing to eat except bag of pretzels. Throughout the delay cabin crew laughing and joking in galley .. we were back row. Didn’t care to ask passengers if they needed drink. Return journey. Gate changed 3 times at Miami, resulting in delay and us missing an international connection to London. (Madison was very helpful though in trying to get us off aircraft quickly). Because of delay we had to spend whole night in Newark Airport, no hotel just $30 for food ... 2 hour queue for customer service as only one person at desk and 50 people waiting. Awful airline, don’t even bother to mention their slogan ‘Friendly Skies’ - it is not.",False,"""""",Negative,False,"""""",Negative,False,"""""","Negative (for categories: In-flight Service, Flight Delays, Customer Service)"
126,"✅ Trip Verified |  Our pilot was supposed to be “here in five to ten minutes” at 5pm. It is 6:47.  The only news we’ve had since is that the pilot is “going at his own pace,” and just came from San Diego. Apparently on foot, from the look of things.",False,"""""","Negative (implied from the review, but not about the upgrade policy)",False,"""""",Negative (regarding flight delay but not about the frequent flyer program),False,"""""","Neutral (complaint about delay, but not about extra charges or hidden fees)"
127,"Not Verified |  I was to leave 9.35pm Christmas Day. After a 5 hour delay boarding the place and several people taken off because people who paid more for their ticket took their place, the flight was cancelled and we had to get off. Then we stood in line with people from other United flights including an international flight for 3 hours to get rebooked. Now after a week of getting new flights booked and flights canceled not to mention the cost of hotels etc, I am sitting at the airport again waiting for another flight that has been delayed 3 hours. At what point, is United responsible for finally getting me home!!",False,"""""",Negative,False,"""""",Negative,False,"""""","Negative (implied from the review, even though not relevant to the category)"
128,Not Verified |  I cant believe an established carrier with such a large operation cannot carry out a basic process of booking and issuing a confirmed ticket. I reserved through their website united.com and received the confirmation the same day. After 3 days went to update things like meal preferences and find out my itinerary doesnt even come up. Called them and they are telling that their incompetent Delhi office was unable to confirm the last leg of the journey and summarily cancelled my itinerary and didn't even bother to inform. After spending 1 hr with their useless agent he told me that he cant do anything and I need to call their Delhi office. I will never ever use them again,False,"""""",Negative,False,"""""",Negative,False,"""""",Negative (regarding overall experience with the airline)
129,"✅ Trip Verified |  This is the worst airline I have ever flown on. Horrible customer service, a complete scam at checked baggage. Told me bag was over by 2 lbs. Took out 1 pair of jogging pants and it dropped, so they tried to say jogging pants were 2 pound... no. Seats are uncomfortable, seat belts are smaller than other airlines. Charging area under seats very inconvenient. I will never fly United again. I paid the same with another airline and got to choose my seat, refreshments on flight, easy access to everything, United is a trash airline!",False,"""""",Negative,False,"""""",Negative,True,"Complains about overweight baggage charge, smaller seat belts, and charging area under seats",Negative
130,"✅ Trip Verified |  8lbs overweight for 1 bag charged me 105 dollars. I didn't even have a carry on, I will make sure to never travel this airline again. I really love those charges you get right when you are at the counter, with basically no choice but to pay it. Thanks again.",False,"""""",Negative,False,"""""",Negative (regarding baggage fees),True,Charged $105 for 8lbs overweight bag,Negative
131,"We flew from Buffalo, NY to Chicago and then to Maui in May 2016. The airline charges per suitcase. The female employee who was checking boarding passes at Buffalo was extremely rude. She got flustered when I pointed out that she had not given my niece's passport back to her and she stated, ""I thought you were all together! Next time you need to get here earlier. I almost unseated all of you!"" To which I replied that we had looked up what time to be there on United's website and it stated to be there an hour and a half before your flight, which we were. There was no entertainment available unless you brought your own hand held device. If you had your own hand held device, but didn't have earbuds or headphones, they didn't have any for you. It took my son six hours to watch a two hour movie because the WiFi kept shutting down. They charged us for the meals on a 9 hr flight - charged us for the Italian sandwich, which is what we ordered, but they gave us the turkey sandwich which was cheaper. If the food has improved (as I've seen from some reviews), I would have hated to eat it before. The seating was cramped and uncomfortable. We tried to upgrade and were told we couldn't. We were traveling with six people all together. They ruined 3 of the suitcases, one of them brand new. The steward staff on the return flight from Maui were very nice, polite, and professional, but it did not make up for all that we had already experienced. I won't take United again if it can be avoided. In short, United charges you for everything, but doesn't give you much in return.",False,"""""",Negative,False,"""""",Negative,True,"The review mentions extra charges for meals, entertainment, and damaged luggage.",Negative
